Park Name,County,Park Identifier,MH Spaces,Phone,Address,Operater
TRADE WINDS MOBILE ESTATES,LOS ANGELES,19-0990-MP,19.0,(310) 320-3454,"3107 N SAN GABRIEL BLVD, ROSEMEAD, CA 91770",TRADE WINDS MOBILE ASSOCIATES LLC
STARLITE MOBILE ESTATES PARK,LOS ANGELES,19-0993-MP,249.0,(626) 331-5927,"1045 N AZUSA AVE, COVINA, CA 91722",HOMEWOOD REALTY INC
L.A. YOUNG-NAK PRESBYTERIAN RETREAT CENTER,LOS ANGELES,19-0994-MP,17.0,(323) 227-4093,"24100 PINE CANYON RD, LAKE HUGHES, CA 93532",LA YOUNG-NAK PRESBYTERIAN CHURCH
"MINT CANYON MOBILE MANOR, LLC",LOS ANGELES,19-0995-MP,27.0,(805) 388-2829,"16408 SIERRA HWY, CANYON COUNTRY, CA 91351",SMITH
GOLDEN STATE MOBILE LODGE,LOS ANGELES,19-0996-MP,53.0,(310) 320-3454,"22600 S NORMANDIE AVE, TORRANCE, CA 90502",GOLDEN STATE MOBILE LODGE LP
BAR G INN,LOS ANGELES,19-0997-MP,50.0,(310) 529-8870,"14815 CERRITOS AVE, BELLFLOWER, CA 90706",MOLLER
GLENAIR MHP,LOS ANGELES,19-0998-MP,50.0,(626) 963-1015,"1700 S GLENDORA AVE, GLENDORA, CA 91740",STEPHANIE SCOTT RESIDENCE TRUST
CANDLEWOOD,LOS ANGELES,19-0999-MP,91.0,(562) 941-0170,"10745 VICTORIA AVE, WHITTIER, CA 90604",JOHN A. DEFALCO MANAGMENT CO.
EL MONTE MOBILE AIR,LOS ANGELES,19-1001-MP,77.0,(818) 350-6367,"1517 MERCED AVENUE, EL MONTE, CA 91733",D H PROPERTIES LLC
CANYON PALMS MHP,LOS ANGELES,19-1002-MP,45.0,(805) 252-2770,"18323 SOLEDAD CANYON RD, SANTA CLARITA, CA 91351",MAHONEY
YAWATA MOBILE HOME PARK,LOS ANGELES,19-1004-MP,10.0,(213) 770-3177,"1212 W 135TH ST, GARDENA, CA 90247",AMUSEMENT INDUSTRY INC
IDLE WHEELS TP,LOS ANGELES,19-1005-MP,20.0,(310) 378-5743,"1201 W 228TH ST, TORRANCE, CA 90502",228 TP LLC
FOX MHP,LOS ANGELES,19-1008-MP,17.0,(562) 434-1671,"14904 LAKEWOOD BLVD, BELLFLOWER, CA 90706",STEWART
WELCOME GARDENS MOBILE HOME PARK,LOS ANGELES,19-1009-MP,67.0,(323) 728-5748,"630 S MAPLE AVE, MONTEBELLO, CA 90640",GGK
VILLA PARK MOBILE ESTATES,LOS ANGELES,19-1011-MP,432.0,(562) 422-3140,"6475 ATLANTIC AVE, LONG BEACH, CA 90805",LB VILLA PARK
ARROW PINES MOBILE ESTATES,LOS ANGELES,19-1012-MP,103.0,(626) 334-4427,"1081 W. ARROW HIGHWAY, AZUSA, CA 91702",ARROW PINES ASSET PARTNERS LP
CAPRI MHP,LOS ANGELES,19-1013-MP,20.0,(714) 248-0554,"2436 W LOMITA BLVD, LOMITA, CA 90717",EICHE
POLYNESIAN MHP,LOS ANGELES,19-1014-MP,144.0,(805) 259-2101,"23450 NEWHALL AVE, NEWHALL, CA 91321",POLYENSIAN MOBILE HOME PARK LLC
VAN SETTEN MHP,LOS ANGELES,19-1015-MP,8.0,(310) 866-3334,"9045 E ALONDRA BLVD, BELLFLOWER, CA 90706",LALANI
BALDWIN MP,LOS ANGELES,19-1016-MP,29.0,(818) 338-9318,"13972 E FRANCISQUITO AVE, BALDWIN PARK, CA 91706",DENNIS EICHE ENT
ARBOR MOBILE VILLAGE,LOS ANGELES,19-1017-MP,64.0,(562) 422-3666,"300 E ARBOR ST, LONG BEACH, CA 90805",AGRE ROYCE HOLDINGS LLC
BELMONT SHORES MOBILE ESTATES,LOS ANGELES,19-1019-MP,347.0,(562) 431-4132,"6230 MARINA VIEW DRIVE, LONG BEACH, CA 90803",WESSEX INVESTMENTS LLC
ROYAL OAKS MHP,LOS ANGELES,19-1020-MP,87.0,(805) 252-1626,"18145 W SOLEDAD CANYON RD, SANTA CLARITA, CA 91351",WEISS
CREST MOBILE MANOR,LOS ANGELES,19-1023-MP,141.0,(909) 593-5031,"3727 N EQUATION RD, POMONA, CA 91767",WORLEY
HARBOR TP,LOS ANGELES,19-1024-MP,34.0,(909) 593-5031,"22503 MEYLER ST, TORRANCE, CA 90502",DZIKOWSKI
SANTA FE MOBILE HOME PARK,LOS ANGELES,19-1026-MP,93.0,(626) 625-5977,"10484 VALLEY BLVD, EL MONTE, CA 91731",JDH CAPITAL LLC
POMONA ISLANDER,LOS ANGELES,19-1027-MP,227.0,(909) 595-2121,"3667 W VALLEY BLVD, POMONA, CA 91768",POMONA ISLANDER LP
BEST TRAILER PARK,LOS ANGELES,19-1029-MP,169.0,(562) 422-5757,"5602 LONG BEACH BLVD, LONG BEACH, CA 90805",DZIKOWSKI INVESTMENTS LLC
LAS BRISAS I,LOS ANGELES,19-1030-MP,80.0,(562) 423-5267,"400 E ARBOR STREET, LONG BEACH, CA 90805",SHEPHERD
STAR MOBILEHOMES,LOS ANGELES,19-1033-MP,30.0,(310) 323-3563,"356 W REDONDO BEACH BLVD, GARDENA, CA 90248",KAJIKAWA
GOLDEN STATE MOBILE HOME PARK,LOS ANGELES,19-1035-MP,108.0,(562) 634-2109,"16601 S GARFIELD AVE, PARAMOUNT, CA 90723",GOLDEN STATE MHP
WESTLAND TRAILER CITY,LOS ANGELES,19-1036-MP,106.0,(310) 639-7130,"6665 LONG BEACH BLVD, LONG BEACH, CA 90815",ALEVY WESTLAND MHP LLC
HI LEA VILLAGE MOBILE HOME PARK,LOS ANGELES,19-1037-MP,188.0,(626) 964-4515,"1560 S OTTERBEIN, ROWLAND HEIGHTS, CA 91748",POMONA ISLANDER PARTNERSHIP
COAST MHP,LOS ANGELES,19-1038-MP,95.0,(310) 325-1500,"24815 S NORMANDIE, HARBOR CITY, CA 90710",DZIKOWSKI
CHARTER OAK MOBILE ESTATES,LOS ANGELES,19-1040-MP,185.0,(909) 599-2939,"801 W COVINA BLVD, SAN DIMAS, CA 91773",CITY OF SAN DIMAS
LILY OF THE VALLEY,LOS ANGELES,19-1041-MP,181.0,(661) 296-8540,"29021 BOUQUET CANYON RD, SAUGUS, CA 91350",ROYCE LILY OF THE VALLEY LLC
ALLSTATE TRAILER VILLAGE CT,LOS ANGELES,19-1042-MP,27.0,(805) 296-8540,"1925 CRENSHAW BLVD, TORRANCE, CA 90501",FRANICH
SKYLARK TORRANCE MHP,LOS ANGELES,19-1044-MP,33.0,(310) 328-6381,"1820 TORRANCE BLVD, TORRANCE, CA 90501",STOCKTON
KNOLLS LODGE,LOS ANGELES,19-1047-MP,257.0,(310) 326-1000,"23701 S WESTERN AVE, TORRANCE, CA 90501",KNOLLS LODGE
SKYLINE MOBILE PARK,LOS ANGELES,19-1050-MP,265.0,(310) 539-9008,"2550 PACIFIC COAST HWY, TORRANCE, CA 90505",SKYLINE PARK LLC
SOUTHWOOD MOBILE ESTATES,LOS ANGELES,19-1051-MP,48.0,(310) 371-5444,"20550 S EARL ST, TORRANCE, CA 90503",COMMISO
SOUTH BAY MOBILE ESTATES,LOS ANGELES,19-1052-MP,99.0,(310) 518-5220,"18801 HAWTHORNE BLVD, TORRANCE, CA 90503",18801 HAWTHORNE
TORRANCE MOBILEHOME PARK,LOS ANGELES,19-1053-MP,66.0,(310) 329-1674,"1900   ARTESIA BLVD, TORRANCE, CA 90504",TORRANCE MHP
DEL AMO TP,LOS ANGELES,19-1058-MP,146.0,(310) 422-2884,"4895 OREGON AVE, LONG BEACH, CA 90805",LES FRAME ENTERPIRSES
SHADY ACRES MHP #315,LOS ANGELES,19-1059-MP,107.0,(562) 423-0540,"5533 LONG BEACH BLVD, LONG BEACH, CA 90805",MOBILE HOME GROUP II
WAYSIDE TP,LOS ANGELES,19-1060-MP,50.0,(310) 428-0633,"234 E 47TH ST, LONG BEACH, CA 90805",DIVERSIFIED INCOME PROPERTIES L.P
GRANDVIEW MOBILEHOME PARK,LOS ANGELES,19-1062-MP,24.0,(310) 559-2671,"4071 GRANDVIEW BLVD, LOS ANGELES, CA 90066",MATSUAOKA
BRADBURY VISTA MHP,LOS ANGELES,19-1063-MP,44.0,(310) 390-4604,"1030 BRADBOURNE AVE, DUARTE, CA 91008",DUARTE HOME PARK LLC
BIGS MHP INC,LOS ANGELES,19-1093-MP,113.0,(714) 974-0397,"1461 W MISSION BLVD, POMONA, CA 91766",BIG S PARTNERS
ROSE VILLA MHP,LOS ANGELES,19-1094-MP,34.0,(626) 377-0638,"1329 W MISSION BLVD, POMONA, CA 91766",YANG
POMONA MOBILE ESTATES,LOS ANGELES,19-1095-MP,71.0,(909) 720-4649,"1052 E MISSION BLVD., POMONA, CA 91766",WUO
HI FI MH PLAZA,LOS ANGELES,19-1096-MP,98.0,(909) 629-6907,"1010 W HOLT BLVD, POMONA, CA 91768",APPEL
WOODLAWN MOBILE HOME PARK,LOS ANGELES,19-1098-MP,31.0,(626) 922-0499,"1096 E MISSION BLVD, POMONA, CA 91765",MISSION TRUST/INCOME ESTATES LLC
THUNDERBIRD MP,LOS ANGELES,19-1099-MP,61.0,(909) 720-4649,"1761 E MISSION BLVD, POMONA, CA 91766",WUO
VALLEY CENTER TRAILER ESTATES,LOS ANGELES,19-1100-MP,59.0,(909) 469-2798,"1111 PRICE AVE, POMONA, CA 91767",STEEN
LOS AMIGOS MOBILE ESTATES,LOS ANGELES,19-1101-MP,71.0,(310) 860-0205,"20806 S GRIDLEY RD, LAKEWOOD, CA 90715",THE MARY MITSUUCHI TRUST
PACIFIC PALISADES BOWL MOBILE ESTATES,LOS ANGELES,19-1103-MP,173.0,(310) 454-2515,"16321 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",PACIFIC PALISADES BOWL MOBILE ESTATES
SIERRA SPRINGS VILLAGE DE LLC,LOS ANGELES,19-1104-MP,148.0,(818) 785-6266,"7560 WOODMAN PL, VAN NUYS, CA 91405",WILLIAMSON
TAHITIAN TERRACE,LOS ANGELES,19-1105-MP,158.0,(310) 454-7557,"16001 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",AZUL PACIFICO INC
SHELTER ISLE MOBILE ESTATES,LOS ANGELES,19-1107-MP,260.0,(818) 896-1400,"10965 GLENOAKS, PACOIMA, CA 91331",HELMS-HOWARD INC
TAHITIAN MHP,LOS ANGELES,19-1108-MP,236.0,(818) 367-7100,"15445 COLBALT AVE, SYLMAR, CA 91342",TAHITIAN PARTNERS LLC
SUNBURST MOBILE HOME ESTATES,LOS ANGELES,19-1109-MP,118.0,(818) 341-3737,"21001 PLUMMER ST, CHATSWORTH, CA 91311",BROTT
ARROW MOBILE HOMEPARK,LOS ANGELES,19-1116-MP,15.0,(310) 207-1600,"1523 W 259TH ST, HARBOR CITY, CA 90710",FONTAINE
AAA TRAILER HOME ESTATES,LOS ANGELES,19-1128-MP,27.0,(213) 221-0100,"660 SAN FERNANDO RD, LOS ANGELES, CA 90065",AAA ASSOCIATES LLC
EAGLE ROCK SPRINGS,LOS ANGELES,19-1131-MP,31.0,(213) 255-0626,"5051 ARGUS DR, LOS ANGELES, CA 90041",EAGLE ROCK SPRING LLC
ELM LANE TP,LOS ANGELES,19-1136-MP,35.0,(408) 254-3698,"7337 ETHEL AVE, NORTH HOLLYWOOD, CA 91605",VU
HOLLYWOOD BACKLOT BUNGALOWS,LOS ANGELES,19-1137-MP,196.0,(818) 358-5019,"8250 LANKERSHIM BLVD, NORTH HOLLYWOOD, CA 91605",8250 LANKERSHIM OWNER LLC
NORTHRIDGE MHP,LOS ANGELES,19-1142-MP,168.0,(818) 349-2331,"19120 NORDHOFF ST, NORTHRIDGE, CA 91324",A SHERMAN TRUST
GLENOAKS MOBILEHOME PARK,LOS ANGELES,19-1150-MP,70.0,(818) 896-7172,"10471 GLENOAKS BLVD, PACOIMA, CA 91331",GLENOAKS MHP
SHADOW HILLS TP,LOS ANGELES,19-1153-MP,96.0,(818) 896-7161,"12600 VAN NUYS BLVD, PACOIMA, CA 91331",J&H ASSET PROPERTY MANAGEMENT
PARK ESTATES MHP,LOS ANGELES,19-1156-MP,89.0,(818) 367-2967,"12301 SAN FERNANDO RD, SYLMAR, CA 91342",BLACK BEAR LLC
METROLINK M.H.P.,LOS ANGELES,19-1158-MP,38.0,(818) 336-6555,"12245 SAN FERNANDO RD, SYLMAR, CA 91342",MILANA IX
CASCADE MOBILE VILLA,LOS ANGELES,19-1159-MP,5.0,(818) 364-9273,"14748 SAN FERNANDO RD, SYLMAR, CA 91342",GLORIA PITT (LIFE ESTATE)
MISSION MOBILE MANOR,LOS ANGELES,19-1160-MP,95.0,CA 91345,"15300 BRAND BLVD., MGR'S OFF, MISSION HILLS",WILSHIRE RANCH LLC
FASSLER TP,LOS ANGELES,19-1167-MP,11.0,(999) 768-5800,"11167 PENROSE ST, SUN VALLEY, CA 91352",ZAUCHA
SUN VALLEY ESTATES,LOS ANGELES,19-1169-MP,27.0,(310) 901-9269,"8391 SAN FERNANDO RD, SUN VALLEY, CA 91352",APB PROPERTIES LLC
SHERMAN GROVE MHP,LOS ANGELES,19-1172-MP,75.0,(818) 353-1085,"10711 SHERMAN GROVE AVE, SUNLAND, CA 91040",SHERMAN GROVE MHP LLC
SUNLAND MOBILE HOME PARK,LOS ANGELES,19-1173-MP,78.0,(818) 353-1085,"10799 SHERMAN GROVE AVE, SUNLAND, CA 91040",YISAN LLC
SUNLAND TRAILER PARK LLC,LOS ANGELES,19-1174-MP,52.0,(818) 353-2535,"10444 SHERMAN GROVE, SUNLAND, CA 91040","DIANE RYAN,EDWARD EKMAN,CAROL CRABB"
MONTE VISTA MHP,LOS ANGELES,19-1175-MP,70.0,(818) 353-7910,"8100 FOOTHILL BLVD, SUNLAND, CA 91040",LES FRAME ENTERPRISES INC
SYLMAR MANOR,LOS ANGELES,19-1176-MP,66.0,(818) 367-2304,"13120 BRADLEY AVE, SYLMAR, CA 91342",SYLMAR MANOR LLC
ABC WISHING WELL,LOS ANGELES,19-1179-MP,34.0,(310) 533-5080,"20315 S DENKER STREET, TORRANCE, CA 90501",WOLF BYPASS TRUST
VALENCIA GROVE,LOS ANGELES,19-1186-MP,63.0,(999) 544-9736,"7800 BALBOA BLVD, VAN NUYS, CA 91406",CHATT
BIRMINGHAM RV PARK,LOS ANGELES,19-1189-MP,187.0,(805) 298-8845,"7740 BALBOA BLVD, VAN NUYS, CA 91316",DELAPLANE
WOODLEY TRAILER LODGE,LOS ANGELES,19-1191-MP,3.0,(818) 782-8737,"7936 WOODLEY AVE, VAN NUYS, CA 91406",WOODLEY TRAILER PARK
RESEDA MHP,LOS ANGELES,19-1192-MP,108.0,(818) 345-6345,"6545 WILBUR AVE, RESEDA, CA 91335",RESEDA MOBILE ASSOCIATES LP
PARK ROYALE TP,LOS ANGELES,19-1193-MP,145.0,,"7650 BALBOA BLVD, VAN NUYS, CA 91406",WEINTRAUB FINANCIAL SERVICES INC.
SHADY GROVE TP,LOS ANGELES,19-1194-MP,23.0,(818) 785-2960,"16811 SATICOY ST, VAN NUYS, CA 91406",JJB INVESTMENT PROPERTIES
WILMINGTON MH LODGE,LOS ANGELES,19-1197-MP,59.0,(818) 785-2960,"900 E DENNI ST, WILMINGTON, CA 90744",WILMINGTON 61 LLC
ROYAL PALMS MHP,LOS ANGELES,19-1199-MP,166.0,(626) 331-4128,"21210 E ARROW HWY, COVINA, CA 91722",STEINBERG FAMILY L P
SLB TOP O TOPANGA HOA,LOS ANGELES,19-1200-MP,222.0,(818) 346-9252,"3360 N TOPANGA CANYON BLVD, TOPANGA, CA 90290",TOP O TOPANGA COMMUNITY ASSOCIATION INC
COUNTRY ESTATE MHP,LOS ANGELES,19-1201-MP,139.0,(310) 834-7109,"1502 E CARSON ST, CARSON, CA 90745",KLEEGE
ARROWHEAD MHP,LOS ANGELES,19-1205-MP,85.0,(626) 963-2295,"201 E ARROW HWY, GLENDORA, CA 91740",BROOKEMEADOW ASSOCIATES
FOUNTAIN BLUE MHP,LOS ANGELES,19-1210-MP,62.0,(818) 963-2295,"1765 PUENTE AVE, BALDWIN PARK, CA 91706",FOUNTAIN BLUE MOBILE HOME PARK LLC
BROOKSIDE CC ESTATES,LOS ANGELES,19-1212-MP,421.0,(949) 417-4082,"12700 ELLIOTT AVE, EL MONTE, CA 91732",BROOKSIDE MHC LLC
EL RANCHITO,LOS ANGELES,19-1215-MP,19.0,(818) 444-0097,"11620 RANCHITO ST, EL MONTE, CA 91732",BURTON
WESTLAND ESTATES,LOS ANGELES,19-1216-MP,148.0,(714) 622-8706,"1401 W 9TH ST, POMONA, CA 91766",AMUSEMENT INDUSTRY INC
VILLAGE MOBILEHOME PARK,LOS ANGELES,19-1217-MP,34.0,(661) 609-7780,"231 W AVE G, LANCASTER, CA 93534",LEE
THUNDERBIRD VILLA MHP,LOS ANGELES,19-1218-MP,239.0,(909) 885-8722,"10001 W FRONTAGE RD, SOUTH GATE, CA 90280",AVMGH SIX THUNDERBIRD VILLA
AMERICANA MHP,LOS ANGELES,19-1219-MP,174.0,(562) 634-7484,"16600 DOWNEY AVE, PARAMOUNT, CA 90723",AMERICANA PARAMOUNT LP
AHWANEE MHP,LOS ANGELES,19-1220-MP,25.0,(310) 634-7484,"14038 PARAMOUNT BLVD, PARAMOUNT, CA 90723",THE MARLBOROUGH ONE FLP
KEEFERS MHP,LOS ANGELES,19-1221-MP,6.0,(626) 582-8001,"869 RANDOM LN, DUARTE, CA 91010",JM CREATIVE INVESTMENTS LLC
RANCHO DOMINGUEZ MOBILE ESTATES,LOS ANGELES,19-1223-MP,81.0,(213) 329-0184,"425 E GARDENA BLVD, GARDENA, CA 90248",CARTER-SPENCER ENTERPRISES LLC
LAS BRISAS,LOS ANGELES,19-1226-MP,14.0,(562) 423-5267,"400 E ARBOR STREET, LONG BEACH, CA 90805",SHEPHERD
ROYAL WESTERN MOBILEHOME PARK,LOS ANGELES,19-1228-MP,120.0,(310) 323-6703,"17705 S WESTERN AVE, GARDENA, CA 90248",ROYAL WESTERN
DEL AMO GARDENS,LOS ANGELES,19-1229-MP,98.0,(310) 371-3021,"20566 PALM WAY, TORRANCE, CA 90503",DEL AMO GARDENS PARTNERSHIP
KNOLLS MANOR,LOS ANGELES,19-1232-MP,73.0,(310) 326-1000,"24200 WALNUT ST, TORRANCE, CA 90501",KNOLLS LODGE
DESERT WINDS,LOS ANGELES,19-1233-MP,40.0,(323) 924-5778,"45044 N 28TH ST EAST, LANCASTER, CA 93535",BOUJIE LLC
HASLEY CANYON MOBILE ESTATES,LOS ANGELES,19-1235-MP,113.0,(805) 257-3030,"30000 HASLEY CANYON RD, CASTAIC, CA 91384",HASLEY CANYON MOBILE ESTATES LLC
SAND CANYON MP,LOS ANGELES,19-1237-MP,69.0,(805) 252-3031,"28367 SAND CANYON, SANTA CLARITA, CA 91310",ASHDON DEVELOPMENT SAND CORP
VILLA ROMA MHP,LOS ANGELES,19-1238-MP,60.0,(909) 594-0501,"1615 MERCED AVE, S EL MONTE, CA 91733",CLIFFSIDE ENTERPRISES
LIDO MHP,LOS ANGELES,19-1239-MP,28.0,(562) 842-7466,"22404 S NORMANDIE AVE #7015, TORRANCE, CA 90502",STARLIGHT MANAGEMENT-17
YE RAMBLIN ROSE TRAILER INN,LOS ANGELES,19-1242-MP,29.0,(626) 575-3070,"12775 E GARVEY     #0037, BALDWIN PARK, CA 91706",PAMA MANAGEMENT #0037
TEN TWENTY MHP,LOS ANGELES,19-1245-MP,33.0,(818) 367-1771,"1020 S MOUNTAIN AVE, MONROVIA, CA 91016",TEN TWENTY
MONTEREY MANOR,LOS ANGELES,19-1246-MP,71.0,(818) 361-3222,"10900 SEPULVEDA BLVD, MISSION HILLS, CA 91345",SINDELL
FOOTHILL VILLAGE MHP,LOS ANGELES,19-1277-MP,169.0,(818) 447-3878,"301 E FOOTHILL BLVD, POMONA, CA 91767",FOOTHILL VILLAGE
THOUSAND ELMS MOBILE LODGE,LOS ANGELES,19-1281-MP,222.0,(661) 285-4555,"37311 N 47TH ST, PALMDALE, CA 93552",POTTENGER
A-1 TRAILER PARK,LOS ANGELES,19-1283-MP,88.0,(805) 285-4555,"1280 W PACIFIC COAST HWY, HARBOR CITY, CA 90710",ROI 1280 LLC
PARADISE TP,LOS ANGELES,19-1287-MP,44.0,(213) 321-4833,"14527 S VERMONT, GARDENA, CA 90247",KASUMI REALTY
GARDENA VILLAS,LOS ANGELES,19-1292-MP,194.0,(310) 329-7001,"16949 S.  WESTERN AVE, GARDENA, CA 90247",PACIFIC MOBILE I
"ACE TRAILER PARK LLC, DBA EMERALD",LOS ANGELES,19-1293-MP,79.0,(999) 324-1612,"17024 S WESTERN AVE, GARDENA, CA 90247",FLESH MORGAN & PASTERNAK
GARDEN  WEST ESTATES,LOS ANGELES,19-1294-MP,202.0,(310) 329-2332,"17700 S WESTERN AVE, GARDENA, CA 90248",WATT MANAGEMENT INC
DEL MONTE MHP,LOS ANGELES,19-1297-MP,63.0,(310) 515-6219,"14715 S VERMONT AVE, GARDENA, CA 90247",TAWA
WIND ROSE MOBILE HOME PARK,LOS ANGELES,19-1299-MP,21.0,(310) 515-6219,"15334 LAKEWOOD BLVD, BELLFLOWER, CA 90706",BOOGAARD
MOBILELAND,LOS ANGELES,19-1301-MP,103.0,(818) 331-5456,"1635 W COVINA BLVD, SAN DIMAS, CA 91773",JDH CAPITAL LLC
STAR LITE TRAILER VILLAGE,LOS ANGELES,19-1302-MP,15.0,(818) 331-5456,"8127 S ATLANTIC AVE, CUDAHY, CA 90201",CUDAHY LF
WALNUT CREEK MOBILE LODGE,LOS ANGELES,19-1303-MP,30.0,(818) 571-6286,"1735 PUENTE AVE, BALDWIN PARK, CA 91706",WALNUT CREEK INVESTMENT LLC
VERMONT VILLAGE,LOS ANGELES,19-1305-MP,10.0,(310) 327-7718,"1215 W 134TH ST, GARDENA, CA 90247",DOSHI
CRENSHAW TP,LOS ANGELES,19-1308-MP,0.0,(310) 679-2077,"13707 CRENSHAW BLVD, HAWTHORNE, CA 90250",MAHLMEISTER
BLUE SKIES LIVING,LOS ANGELES,19-1314-MP,20.0,(661) 533-1488,"34220 CHESEBORO RD, PALMDALE, CA 93552",BLUE SKIES
BRIERWOOD MOBILE HOME PARK,LOS ANGELES,19-13146-MP,309.0,(661) 945-2425,"45800 CHALLENGER WAY, LANCASTER, CA 93535",CARITAS ACQUISITIONS I
PARKLANE MOBILE ESTATES,LOS ANGELES,19-1320-MP,435.0,(310) 208-8080,"20401 SOLEDAD CANYON RD, SANTA CLARITA, CA 91351",PACIFIC MOBILE III LP
PARKERS TRAILER PARK,LOS ANGELES,19-1322-MP,38.0,(818) 443-2825,"9585 E GARVEY, S EL MONTE, CA 91733",LIU GROUP LLC
KLINGERMAN TP,LOS ANGELES,19-1323-MP,10.0,(818) 774-8518,"10710 KLINGERMAN ST, S EL MONTE, CA 91733",VELASQUEZ
WOODLAND PARK MOBILE ESTATES,LOS ANGELES,19-1325-MP,199.0,(818) 774-8518,"4201 TOPANGA CANYON BLVD, WOODLAND HILLS, CA 91364",WOODLAND PARK MHC LLC
ALPINE SPRINGS MP,LOS ANGELES,19-1328-MP,52.0,(661) 947-9194,"36223 N SIERRA HWY, PALMDALE, CA 93550",ALPINE SPRINGS LLC
ELM TRAILER PARK,LOS ANGELES,19-1330-MP,19.0,(805) 947-9194,"7605 ATLANTIC AVE, CUDAHY, CA 90201",SHAFAI
INDIAN HILLS MH VILLAGE,LOS ANGELES,19-1331-MP,138.0,(818) 341-0017,"11401 N TOPANGA CANYON BLVD JILL BROWN- PROPERTY MANAGER, CHATSWORTH, CA 91311",INDIAN HILLS VILLAGE
TRAILER GARDEN,LOS ANGELES,19-1332-MP,27.0,(818) 341-0017,"8530 E ARTESIA BLVD, BELLFLOWER, CA 90706",PPS PC PARKS LLC
DESERT SANDS ESTATES,LOS ANGELES,19-13346-MP,123.0,(949) 753-1514,"45111 25TH STREET EAST, LANCASTER, CA 93535",CARITAS AFFORDABLE HOUSING INC
KINGS WAY GARDENS MH ESTATES LP,LOS ANGELES,19-1335-MP,176.0,(909) 593-7200,"2755 ARROW HWY, LA VERNE, CA 91750",SCHWARTZ
CHATSWORTH MOBILE HOME PARK,LOS ANGELES,19-1336-MP,198.0,(818) 882-2030,"21500 LASSEN ST, CHATSWORTH, CA 91311",NOWELL
"DEL REY MP, LLC",LOS ANGELES,19-1339-MP,26.0,,"3026 BARTLETT AVE, ROSEMEAD, CA 91770",DEL REY MOBILE HOME PARK
CALIFORNIAN MH ESTATES,LOS ANGELES,19-1340-MP,210.0,(310) 630-1867,"7101 ROSECRANS AVE RESIDENT IN #1, PARAMOUNT, CA 90723",THE CALIFORNIAN ESTATES
CALI LAKE RV RESORT,LOS ANGELES,19-1342-MP,21.0,(805) 268-1011,"10645 SOLEDAD CANYON RD, SANTA CLARITA, CA 91350",OCEANS 11 RV PARK LLC
WINTERHAVEN MHP,LOS ANGELES,19-1344-MP,20.0,(818) 724-1571,"18348 W AVE D, LANCASTER, CA 93534",SOLOMON
GRAD'S TRAILER PARK #1,LOS ANGELES,19-1345-MP,18.0,(310) 679-0229,"14315 KINGSDALE AVE, LAWNDALE, CA 90260",GRAD'S TRAILER PARK'S MARTIN GRAD & SHARON BRESSLER
METROPOLITAN ESTATES,LOS ANGELES,19-1346-MP,154.0,(562) 630-3937,"16600 ORANGE AVE, PARAMOUNT, CA 90723",VERHOEVEN
EL RANCHO VERDE,LOS ANGELES,19-1348-MP,131.0,(310) 534-1443,"1501 PALOS VERDES DR, HARBOR CITY, CA 90710",KURNICK
VALLE VERDE COURTYARD,LOS ANGELES,19-1350-MP,184.0,(818) 341-4121,"20652 LASSEN STREET, CHATSWORTH, CA 91311",CAL FALLBROOK PARTNERS
MALIBU VILLAGE MOBILEHOME OWNERS ASSOCIATION INC,LOS ANGELES,19-1352-MP,29.0,(707) 539-3121,"17015 PACIFIC COAST HWY, PACIFIC PALISADES, CA 90272",MALIBU VILLAGE MOBILEHOME OWNERS ASSOCIATION INC
RANCHO GLENDORA MOBILE VILLAS,LOS ANGELES,19-1354-MP,178.0,(626) 966-4600,"1630 S BARRANCA, GLENDORA, CA 91740",J & H ASSET PROPERTY MANAGEMENT
FAIRVIEW RV PARK,LOS ANGELES,19-13566-MP,0.0,(909) 865-4319,"1101 W MCKINLEY AVE, POMONA, CA 91768",LOS ANGELES COUNTY FAIR ASSOCIATION
PACIFIC RV PARK,LOS ANGELES,19-13567-MP,0.0,(310) 498-3862,"1025 MCFARLAND AVE, WILMINGTON, CA 90744",1025 MCFARLAND LLC
OCEANS 12 RV PARK,LOS ANGELES,19-13569-MP,0.0,(310) 999-9267,"1550 EAST L STREET, WILMINGTON, CA 90744",OCEANS 11 RV PARK LLC
RANCHO LA PUENTE,LOS ANGELES,19-1357-MP,97.0,(626) 575-3020,"18151 VALLEY BLVD #0460, LA PUENTE, CA 91744",GROUP IX BP PROPERTIES
WHITTIER MOBILE COUNTRY CLUB,LOS ANGELES,19-1358-MP,188.0,(562) 692-2755,"10550 DUNLAP CROSSING RD, WHITTIER, CA 90606",WHITTIER MOBILE COUNTRY CLUB
LE BELLE CHATEAU ESTATES,LOS ANGELES,19-1360-MP,97.0,(562) 860-1516,"19127 S PIONEER BLVD, ARTESIA, CA 90701",D & GJ INVESTMENTS
LANCASTER PARK,LOS ANGELES,19-1361-MP,21.0,(661) 723-0077,"47455  DIVISION STREET, LANCASTER, CA 93535",METTER
IMPERIAL CARSON MOBILE ESTATES,LOS ANGELES,19-1362-MP,192.0,(714) 645-3814,"21111 DOLORES ST, CARSON, CA 90745",CHA
