Park Name,County,Park Identifier,Park Address,MH Spaces,Operated by
ACE TRAILER PARK,LOS ANGELES,19-0006-MP,"6508 FLORENCE PL, BELL GARDENS, CA 90201, (213) 927-2868",8,"LUELLA PERDEW REVOCABLE TRUST, PO BOX 3259, WINNETKA, CA 91396"
ACORN TP,LOS ANGELES,19-0009-MP,"2818 DURFEE AVE, EL MONTE, CA 91732, (818) 350-5235",20,"TAY, SHO, 2000 TERRA LN., ARCADIA, CA 91007"
CACTUS CREEK,LOS ANGELES,19-0010-MP,"3740 SMITH ST, ACTON, CA 93510, (661) 618-1155",10,"PROPERTY REPAIR SERVICES, 915 WILSHIRE BLVD, #1700, LOS ANGELES, CA 90017"
SANTI TP,LOS ANGELES,19-0012-MP,"2730 N CHICO AVE, S EL MONTE, CA 91733, (626) 222-2290",17,"SANTI, NORMA, 8241 E GRAVES AVE, ROSEMEAD, CA 91770"
IMPERIAL TRAILER VILLAGE,LOS ANGELES,19-0019-MP,"3905 W IMPERIAL HWY, INGLEWOOD, CA 90303, (310) 674-1419",17,"RARICA, LLC, PO BOX 1753, PACIFIC PALISADES, CA 90272"
ALONDRA TRAILER PARK,LOS ANGELES,19-0021-MP,"15012 LEMOLI AVE, GARDENA, CA 90249, (310) 676-9764",23,"SALAZAR, ALFREDO, PO BOX 9023, SAN DIEGO, CA 92169"
AMBASSADOR DICKS MP,LOS ANGELES,19-0023-MP,"1422 E ROSECRANS, COMPTON, CA 90220, (310) 676-9764",42,"PPS PC PARKS LLC, PO BOX 1687, BELLFLOWER, CA 90707"
HUGHES LAKESHORE PARK,LOS ANGELES,19-0036-MP,"43667 TR. K ELIZABETH LAKE, LAKE HUGHES, CA 93532, (805) 724-1845",4,"FOSTER, LUE, PO BOX 280, LAKE HUGHES, CA 93532"
AZUSA MOBILE HOME PARK,LOS ANGELES,19-0039-MP,"812 N LOREN AVE, AZUSA, CA 91702, (626) 334-2306",46,"KENDALL AZUSA COMMUNITIES LLC, 17300 RED HILL AVE SUITE 208, IRVINE, CA 92614"
CULVER CITY TERRACE,LOS ANGELES,19-0044-MP,"11250 PLAYA ST, CULVER CITY, CA 90230, (213) 398-3761",117,"CULVER CITY MOBILEHOME OWNERS ASSOCIATION, C/O LES FRAME ENTERPRISES INC 1635 AVIATION BLVD, REDONDO BEACH, CA 90278"
ANTELOPE CENTER TRAILER PARK,LOS ANGELES,19-0046-MP,"8807 E PALMDALE BLVD, PALMDALE, CA 93550, (805) 944-5916",16,"SUN VILLAGE MHP LLC, 19197 GOLDEN VALLEY ROAD #322, SANTA CLARITA, CA 91387"
GRAD'S TRAILER PARK #3,LOS ANGELES,19-0050-MP,"4345 ROSECRANS AVE, HAWTHORNE, CA 90250, (310) 679-0229",14,"GRAD'S TRAILER PARK'S MARTIN GRAD & SHARON BRESSLER, 19661 GREENBRIAR DR, TARZANA, CA 91356"
BEL AIRE MH LODGE,LOS ANGELES,19-0051-MP,"2336 LEXINGTON AVE, EL MONTE, CA 91731, (310) 444-6411",34,"WONG ASSOCIATES, 444 S FLOWER ST, LOS ANGELES, CA 90071"
BELL OAKS TP,LOS ANGELES,19-0052-MP,"9258 EAST ARTESIA BLVD, BELLFLOWER, CA 90706, (310) 920-8148",28,"ASSAYAG, JACQUES, 816 CAMINO REAL # 204, REDONDO BEACH, CA 90277"
BELLFAIR TRAILER PARK,LOS ANGELES,19-0054-MP,"9023 E ROSE ST, BELLFLOWER, CA 90706, (909) 945-8888",50,"BELLFAIR TRAILER PARK LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
A-1 TRAILER PARK,LOS ANGELES,19-0057-MP,"10026 E KLENGERMAN AVE, S EL MONTE, CA 91733, (626) 548-9030",2,"ALVAREZ, JESUS, 3336 SEAMAN AVE, EL MONTE, CA 91733"
BONNIES TP,LOS ANGELES,19-0073-MP,"5903 HOLMES AVE, LOS ANGELES, CA 90001, (323) 297-1111",8,"WESTSIDE INVESTMENTS DOT COM LLC, 5120 W PICO BLVD, LOS ANGELES, CA 90019"
SHADY LANE MP,LOS ANGELES,19-0079-MP,"2532 MOUNTAIN VIEW RD, EL MONTE, CA 91731, (213) 585-8782",20,"GHUMAN, DASH, 2532 MOUNTAIN VIEW RD, EL MONTE, CA 91731"
SHADY LANE TP,LOS ANGELES,19-0084-MP,"7221 E SOMERSET AVE #0223, PARAMOUNT, CA 90723, (310) 630-1602",29,"MOBILEHOME GROUP I LLC CALIFORNIA PARTNERSHIP, 4900 SANTA ANITA AVE #2C, EL MONTE, CA 91731"
BUSCH TRAILER CT,LOS ANGELES,19-0086-MP,"7916 JABONERIA RD, BELL GARDENS, CA 90201, (310) 806-9284",6,"JERVIS, DONALD, PO BOX 39970, DOWNEY, CA 90239"
VILLA VERMONT MHP,LOS ANGELES,19-0088-MP,"13713 S VERMONT, GARDENA, CA 90247, (626) 377-0638",34,"YANG, WAYNE, PO BOX 3363, CITY OF INDUSTRY, CA 91744"
GREEN ACRE MOBILE HOME PARK,LOS ANGELES,19-0091-MP,"4511 CECELIA ST, CUDAHY, CA 90201, (949) 284-4444",25,"BUCKSKIN INC, 1 TOULON, NEWPORT BEACH, CA 92660"
CALIFORNIA TRAILER GROVE,LOS ANGELES,19-0092-MP,"222 E FOOTHILL BLVD, POMONA, CA 91767, (909) 596-6132",39,"MOBILE HOME GROUP I, LLC, 4900 SANTA ANITA AVE., #2C, EL MONTE, CA 91731"
CAMP WILLIAMS,LOS ANGELES,19-0095-MP,"24210 E EAST FORK RD, AZUSA, CA 91702, (909) 596-6132",44,"LENZ, ROBERT, 3515 HIGHLAND AVE SUITE # 101, MANHATTAN BEACH, CA 90266"
LITTLE FOX TRAILER COURT,LOS ANGELES,19-0097-MP,"272 N TOPANGA CANYON BLVD, TOPANGA, CA 90290, (310) 230-2427",1,"272 TOPANGA LLC, 16321 PACIFIC COAST HIGHWAY #C, PACIFIC PALISADES, CA 90272"
MULBERRY MOBILE HOME PARK,LOS ANGELES,19-0100-MP,"25000 HAWKBRYN AVE, SANTA CLARITA, CA 91321, (661) 259-3678",109,"JDH CAPITAL LLC, 22231 MULHOLLAND HWY #101, CALABASAS, CA 91302"
SKYLARK HAWTHORNE MP,LOS ANGELES,19-0109-MP,"3225 W ROSECRANS AVE, HAWTHORNE, CA 90250, (818) 284-0958",18,"DOLORES, STOCKTON, 2049 CENTURY PARK EAST SUITE # 1200, LOS ANGELES, CA 90067"
HOLLYVIEW MOBILEHOME PARK,LOS ANGELES,19-0111-MP,"1349 1/2 WEST 135TH ST, GARDENA, CA 90247, (310) 719-8736",19,"BERNAL, AMELIA, PO BOX 3475, GARDENA, CA 90247"
WOODLAND GROVE TP,LOS ANGELES,19-0116-MP,"8614 E FLOWER, PARAMOUNT, CA 90723, (562) 633-6585",29,"SMITH, EVELYN, KENNETH SMITH PO BOX 11427, SANTA ANA, CA 92711"
CITRUS DRIVE TRAILER PARK,LOS ANGELES,19-0117-MP,"4731 CITRUS DR, PICO RIVERA, CA 90660, (562) 463-0574",28,"FLICK, FREDERICK, 18742 VAN NESS AVE, TORRANCE, CA 90504"
CERRITOS MOBILE LODGE,LOS ANGELES,19-0122-MP,"11733 166TH ST, NORWALK, CA 90650, (213) 722-1061",40,"CERRITOS MOBILE LODGE, 11733 E 166TH ST, NORWALK, CA 90650"
ALTA LOMA TRAILER CT,LOS ANGELES,19-0124-MP,"2449 LOMA AVE #0053, S EL MONTE, CA 91733, (626) 575-3070",30,"GROUP XI PICO RIVERA PROPERTIES, LP, 4900 SANTA ANITA AVE #2C, EL MONTE, CA 91731"
SANTA FE VILLAGE MHC,LOS ANGELES,19-0127-MP,"1740 N SANTA FE AVE, COMPTON, CA 90221, (714) 379-4888",44,"1740 N. SANTA FE AVE MHP, LLC, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
COMPTON KNOLLS MHP,LOS ANGELES,19-0128-MP,"15021 S WADSWORTH, COMPTON, CA 90220, (310) 273-4177",28,"DANNY, DOUGLAS, 3722 AMARYLLIS DR, SAN DIEGO, CA 92106"
CONANTS TP,LOS ANGELES,19-0129-MP,"9427 E RUSH ST, S EL MONTE, CA 91733, (818) 443-5942",52,"ROSEMEAD HOLDING LLC, 221 N ORANGE AVE, CITY INDUSTRY, CA 91744"
COUNTRY MOBILE ESTATES,LOS ANGELES,19-0140-MP,"16754 E AVE X, LLANO, CA 93544, (661) 944-3434",87,"LLANO COUNTRY MOBILE ESTATES, LLC, 1044 E PROVIDENCIA ST, BURBANK, CA 91501"
DELUXE TRAILER LODGE,LOS ANGELES,19-0164-MP,"529 E EL SEGUNDO BLVD, COMPTON, CA 90222, (310) 631-6827",55,"FINK, JERRY, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
PARK SANTA FE,LOS ANGELES,19-0168-MP,"8933 S SANTA FE SPRINGS RD, WHITTIER, CA 90606, (562) 698-5224",32,"SOLIZ, TIBURCIO, 8949 SANTA FE SPRINGS RD, WHITTIER, CA 90604"
GLEN ELM COMMUNITY PARK LLC,LOS ANGELES,19-0170-MP,"11017 33 DODSON ST, EL MONTE, CA 91731, (818) 444-4727",34,"GLEN ELM COMMUNITY PARK LLC, 4804 LAUREL CANYON BLVD # 742, VALLEY VILLAGE, CA 91607"
TELSTAR MP,LOS ANGELES,19-0173-MP,"343 E AVE Q, PALMDALE, CA 93550, (805) 947-6633",30,"CARMEL CENTINELA HOLDINGS, 10234 NATIONAL BLVD. #1, LOS ANGELES, CA 90034"
GARVEY TRAILER PARK,LOS ANGELES,19-0193-MP,"9561 E GARVEY AVENUE, S EL MONTE, CA 91733, (714) 827-1252",29,"ANENOME INDUSTRIES LLC, PO BOX 721, ROSEMEAD, CA 91770"
EL NOR TRAILER PARK,LOS ANGELES,19-0196-MP,"1414 W EL SEGUNDO BLVD, GARDENA, CA 90247, (310) 739-3076",41,"EL NOR TRAILER PARK LLC, PO BOX 369, MIDDLETON, ID 83644"
NORWALK MOBILE LODGE,LOS ANGELES,19-0198-MP,"16341 SOUTH PIONEER BLVD, NORWALK, CA 90650, (562) 865-3617",92,"JAMES FLESH ET AL, PO BOX 3925, ONTARIO, CA 91761"
ELMWOOD TRAILER PARK,LOS ANGELES,19-0206-MP,"8025 SORENSEN AVE, SANTA FE SPRINGS, CA 90670, (310) 696-3866",19,"WALDRON, DONALD, PO BOX 92312, CITY OF INDUSTRY, CA 91715"
MARINELAND MHP,LOS ANGELES,19-0209-MP,"531 PIER AVE, HERMOSA BEACH, CA 90254, (310) 374-6161",60,"MARINELAND COMMUNITY ASSOC INC, C/O LES FRAME MGMT 1635 AVIATION BLVD, REDONDO BEACH, CA 90278"
MID CITY MHP,LOS ANGELES,19-0210-MP,"5656 CLARA ST, BELL GARDENS, CA 90201, (310) 928-2392",25,"SAVANT, BARBARA, 135 NORTHSTAR MALL, MARINA DEL REY, CA 90292"
FELIPE TRAILER PARK,LOS ANGELES,19-0218-MP,"12328 FELIPE ST, EL MONTE, CA 91732, (562) 569-0639",11,"LEELAND & ASSOCIATES LLC, 1009 7TH ST, HERMOSA BEACH, CA 90254"
FLAMINGO TP,LOS ANGELES,19-0220-MP,"17444 S LAKEWOOD BLVD, BELLFLOWER, CA 90706, (714) 974-0397",47,"J& H PROPERTIES, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
PALM VISTA,LOS ANGELES,19-0221-MP,"9921 FLORA VISTA AVE, BELLFLOWER, CA 90706",15,"PALM VISTA LLC, 4820 E 2ND ST #5, LONG BEACH, CA 90803"
SERENITY ACRES MHP,LOS ANGELES,19-0225-MP,"24833 RAILROAD AVE., SANTA CLARITA, CA 91321, (909) 469-6999",28,"IVY HILL PALMDALE LLC, 11940 SAN VICENTE BLVD. # 105, LOS ANGELES, CA 90049"
JAY COR TP,LOS ANGELES,19-0229-MP,"5540 QUINN ST, BELL GARDENS, CA 90201, (310) 792-1660",30,"GRAHAM, JOE, C/O IRMA ORTIZ (PROP MGR) P.O. BOX 1007, TORRANCE, CA 90505"
FAIR HAVEN TP,LOS ANGELES,19-0230-MP,"9235 E ARTESIA, BELLFLOWER, CA 90706, (310) 920-0029",51,"CHAU FAIRHAVEN RENTALS LLC, 17031 BOLERO LANE, HUNTINGTON BEACH, CA 92649"
BRENHAVEN TP,LOS ANGELES,19-0234-MP,"13324 INGLEWOOD AVE, HAWTHORNE, CA 90250, (310) 547-1374",25,"DELUNA, MANUEL, 7343 W MANCHESTER AVE, LOS ANGELES, CA 90045"
ARROW GLEN MANOR LLC,LOS ANGELES,19-0235-MP,"19850 E ARROW HWY, COVINA, CA 91724, (626) 331-2432",102,"ARROW GLEN MANOR LLC, PO BOX 3370, ONTARIO, CA 91761"
ELMS MOBILE MANOR,LOS ANGELES,19-0243-MP,"13720 E VALLEY BLVD, LA PUENTE, CA 91746, (626) 333-8112",45,"RYU, CHUNG, PO BOX 660602, ARCADIA, CA 91006"
GARDEN TRAILER PARK,LOS ANGELES,19-0244-MP,"5825 E FLORENCE AVE, BELL GARDENS, CA 90201, (818) 961-1814",27,"DESERT SPRING INN, LLC, 1626 S HILL ST, LOS ANGELES, CA 90015"
HIDE A WAY,LOS ANGELES,19-0247-MP,"12224 MAGNOLIA AVE #0058, EL MONTE, CA 91733, (818) 280-6075",25,"GROUP XI, PICO RIVERA, PROPERTIES, LP, 4900 SANTA ANITA AVE, #2C, EL MONTE, CA 91731"
GAGE AVE TP,LOS ANGELES,19-0249-MP,"6600 E GAGE AVE, BELL GARDENS, CA 90201, (310) 806-9356",16,"STEARNS, VIRGINIA, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
NEW BELL ACRES MOBILE HOME PARK,LOS ANGELES,19-0252-MP,"451 S SELLERS ST, GLENDORA, CA 91741, (626) 354-4822",52,"TANG, FRANCIS, PO BOX 80706, SAN MARINO, CA 91118"
GRANDVIEW MHP,LOS ANGELES,19-0261-MP,"24100 PENNSYLVANIA AVE, LOMITA, CA 90717, (213) 539-2582",40,"GRANDVIEW MOBILEHOME PARK INC, 24100 PENNSYLVANIA AVE SPACE 100, LOMITA, CA 90717"
VICTORY TRAILER PARK,LOS ANGELES,19-0263-MP,"11208 GARVEY AVE, EL MONTE, CA 91731, (213) 539-2582",3,"JACKSON, CHOW, 3112 SEAMAN AVE, EL MONTE, CA 91733"
HACIENDA TRAILER PARK,LOS ANGELES,19-0274-MP,"9141 E ALONDRA BLVD, BELLFLOWER, CA 90706, (310) 865-4241",39,"DOSHI, NAVIN, 6418 SPRINGPARK AVE, LOS ANGELES, CA 90056"
HACIENDA MOBILE HOME PARK,LOS ANGELES,19-0275-MP,"11825 E WASHINGTON BLVD, WHITTIER, CA 90606, (310) 696-6042",56,"HACIENDA MHP 1, LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
GARFIELD MANUFACTURED HOUSING COMMUNITY,LOS ANGELES,19-0278-MP,"8422 GARFIELD, BELL GARDENS, CA 90201, (209) 932-8747",33,"GARFIELD MANUFACTURED HOUSING COMMUNITY LLC, 6653 EMBARCADERO DR. SUITE # C, STOCKTON, CA 95219"
HARMONY LANE MP,LOS ANGELES,19-0280-MP,"5666 SHULL ST, BELL GARDENS, CA 90201, (310) 928-7906",24,"MCLEMORE, STEPHEN, 4030 N MILLS AVE, CLAREMONT, CA 91711"
HERMOSA BEACH RV COURT,LOS ANGELES,19-0285-MP,"725 10TH ST, HERMOSA BEACH, CA 90254, (310) 373-8955",0,"BREDESEN, CHRIS, 1820 S ELENA AVE SUITE # L, REDONDO BEACH, CA 90277"
HILLVIEW TRAILER CT,LOS ANGELES,19-0291-MP,"2325 LOMITA BLVD, LOMITA, CA 90717, (310) 251-0577",8,"ZAMORA, MARITSA, 16834 MERIT AVE, GARDENA, CA 90247"
L R TP,LOS ANGELES,19-0298-MP,"14524 HAWTHORNE BLVD, LAWNDALE, CA 90260, (310) 675-4761",17,"CLAYTON, DAVID, 23740 HAWTHORNE BLVD 2ND FLOOR, TORRANCE, CA 90505"
SHAMROCK MHP,LOS ANGELES,19-0302-MP,"4850 DURFEE AVE, PICO RIVERA, CA 90660, (818) 966-7303",11,"PEREZ, MANUEL, 3432 RANCHO DEL MONICO RD, COVINA, CA 91724"
HUB CITY TRAILER PARK,LOS ANGELES,19-0309-MP,"1515 N LONG BEACH BLVD, COMPTON, CA 90221, (949) 370-2487",10,"POWERS, LOIS, PO BOX 2544, MISSION VIEJO, CA 92690"
HUMBERT TP,LOS ANGELES,19-0310-MP,"2743 N HUMBERT AVE, S EL MONTE, CA 91733, (562) 863-9681",10,"COLLEARY, SARA, 12646 KALNOR AVE, NORWALK, CA 90650"
LONE PALM TP,LOS ANGELES,19-0311-MP,"10923 S PRAIRIE AVE, INGLEWOOD, CA 90303, (310) 419-6089",0,"PATEL, BALUBHAI, 255 S RENO ST, LOS ANGELES, CA 90057"
HAWTHORNE MHP,LOS ANGELES,19-0318-MP,"12414 INGLEWOOD AVE, HAWTHORNE, CA 90250, (818) 902-1003",10,"IMPERIAL ESTATE MANAGEMENT, 18017 CHATSWORTH ST SPACE # 82, GRANADA HILLS, CA 91344"
SKYLINE HOMES,LOS ANGELES,19-0324-MP,"12201 GARVEY AVE, EL MONTE, CA 91733, (999) 442-1350",34,"LEIAEOHA PROPERTIES INC, PO BOX 2842, LAGUNA HILLS, CA 92653"
ROYBAL CT,LOS ANGELES,19-0333-MP,"10920 KLINGERMAN, S EL MONTE, CA 91733, (818) 334-4679",4,"ROYBAL, FRED, PO BOX 382, AZUSA, CA 91702"
VILLAGE MOBILE HOME PARK,LOS ANGELES,19-0338-MP,"2638 MOUNTAIN VIEW RD, EL MONTE, CA 91732, (626) 279-9736",23,"UFER LIVING TRUST, PO BOX 5684, EL MONTE, CA 91734"
COZY TRAILER PARK,LOS ANGELES,19-0343-MP,"25338 WALNUT ST, LOMITA, CA 90717, (818) 789-2773",26,"CABLE, PAUL AND WILLIAM, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
SM TP,LOS ANGELES,19-0344-MP,"9557 E ARTESIA BLVD, BELLFLOWER, CA 90706, (310) 866-9962",5,"MIRI, SEYED, PO BOX 901, CULVER CITY, CA 90232"
LA PUENTE TP,LOS ANGELES,19-0352-MP,"14946 E VALLEY BLVD, LA PUENTE, CA 91744, (310) 866-9962",12,"RADER, ROLAND, 15021 ROCKFOLD DR, HACIENDA HEIGHTS, CA 91745"
VALLEY RANCHO MHP,LOS ANGELES,19-0354-MP,"2909 ARROW HWY, LA VERNE, CA 91750, (909) 593-1614",89,"CITY OF LA VERNE, 3491 CONCOURS ST. SUITE # 204, ONTARIO, CA 91764"
LAZY SPOKES TP,LOS ANGELES,19-0358-MP,"10931 S FIRST AVE, WHITTIER, CA 90603, (562) 947-1314",19,"ASCHIERIS, MIKE, 1575 PALCENTIA AVE, NEWPORT BEACH, CA 92663"
BON AIR MOBILE HOME PARK,LOS ANGELES,19-0359-MP,"25615 NARBONNE AVE, LOMITA, CA 90717, (310) 530-9501",18,"LINDLEY, DAN, 1815 LOMITA BLVD, LOMITA, CA 90717"
THE ELMS PARK,LOS ANGELES,19-0362-MP,"9021 E ALONDRA BLVD, BELLFLOWER, CA 90706, (310) 924-7884",0,"SUN WEST MORTGAGE CO, HARI AGARWAL P.O BOX 1052, ARTESIA, CA 90702"
HOMEWARD TRAILER CT,LOS ANGELES,19-0368-MP,"9122-9204 E ARTESIA BLVD, BELLFLOWER, CA 90706, (568) 867-1792",26,"WLW INVESTMENT LP, PO BOX 6395, ALHAMBRA, CA 91802"
LOMITA LANE TP,LOS ANGELES,19-0375-MP,"1901 LOMITA BLVD, LOMITA, CA 90717, (310) 530-9501",44,"LINDLEY, DAN, 1815 LOMITA BLVD, LOMITA, CA 90717"
LONE PALM TRAILER LODGE,LOS ANGELES,19-0376-MP,"10919 S PRAIRIE AVE, INGLEWOOD, CA 90301, (310) 419-6089",0,"PATEL, BALUBHAI, 255 S RENO ST, LOS ANGELES, CA 90057"
LOS ARROYOS TRAILER CT,LOS ANGELES,19-0380-MP,"8707 E GARVEY, ROSEMEAD, CA 91770, (626) 285-6460",17,"WANG, DANA, 30163 VIA RIVIERA, RANCHO PALOS VERDES, CA 90275"
MEISTER,LOS ANGELES,19-0383-MP,"2666 TROY AVE., S EL MONTE, CA 91733, (626) 443-4141",28,"MEISTER, DAN, 2740 N BRVIN, SOUTH EL MONTE, CA 91733"
COOKS TRAILER PARK,LOS ANGELES,19-0385-MP,"12843 GARVEY, BALDWIN PARK, CA 91706, (818) 960-2187",27,"MARTINEZ, VICTOR, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
MAGNOLIA TP,LOS ANGELES,19-0393-MP,"11949 MAGNOLIA ST, EL MONTE, CA 91732, (714) 827-1252",39,"MAGNOLIA MHP LLC, 476 NAOMI AVE, ARCADIA, CA 91007"
SARAPAS MHP,LOS ANGELES,19-0394-MP,"12412 S MAIN ST, LOS ANGELES, CA 90061, (213) 777-4596",16,"CALDWELL, ANTONIA, 12412 SOUTH MAIN ST, LOS ANGELES, CA 90061"
SHADEAIR TP,LOS ANGELES,19-0398-MP,"12239 MAGNOLIA AVE, EL MONTE, CA 91733, (818) 448-7147",32,"ELEGANT DYNASTY USA LTD, 2122 SALTO DR, HACIENDA HEIGHTS, CA 91745"
MAYFAIR TP,LOS ANGELES,19-0403-MP,"9740 E CEDAR ST, BELLFLOWER, CA 90706, (310) 866-4004",23,"PPS PC PARKS LLC, PO BOX 1687, BELLFLOWER, CA 90707"
PINES MHP,LOS ANGELES,19-0409-MP,"16118 BELLFLOWER BLVD #0009, BELLFLOWER, CA 90706, (626) 575-3070",44,"GROUP XI PICO RIVERA PROPERTIES, LP, 4900 SANTA ANITA AVE #2C, EL MONTE, CA 91731"
SPRING TP,LOS ANGELES,19-0417-MP,"11433 CARSON ST, LAKEWOOD, CA 90715, (714) 361-0649",13,"VANDORDRECHT, ARTHUR, 7471 RAMPANT LN, LA PALMA, CA 90623"
MIDTOWN TP,LOS ANGELES,19-0418-MP,"9614 EAST ARTESIA, BELLFLOWER, CA 90706, (562) 925-9593",24,"CHAU PROPERTY RENTALS LLC, C/O PETER CHAU 17031 BOLERO LNE, HUNTINGTON BEACH, CA 92649"
ARTESIA MOBILE HOME PARK,LOS ANGELES,19-0421-MP,"9453 ARTESIA BLVD, BELLFLOWER, CA 90706, (949) 274-0972",6,"MIEDEMA FAMILY TRUST C/O DAVID MIEDEMA, 1048 IRVINE AVE #407, NEWPORT BEACH, CA 92660"
MILL JACKS MHP,LOS ANGELES,19-0423-MP,"13440 S LAKEWOOD BLVD, BELLFLOWER, CA 90706, (562) 544-9154",96,"BELLFLOWER PARK ASSOCIATES, 22880 SAVI RANCH PARKWAY, YORBA LINDA, CA 92887"
RAY MAR TP,LOS ANGELES,19-0425-MP,"823 REALTY ST, CARSON, CA 90745, (999) 835-7029",27,"PECKHAM, VICTOR, 823 REALTY ST #3, CARSON, CA 90745"
THE COACHMAN,LOS ANGELES,19-0432-MP,"5919 E FLORENCE AVE, BELL GARDENS, CA 90201, (213) 771-6928",25,"STOCKTON, DOLORES, 1875 CENTURY PARK EAST SUITE # 600, LOS ANGELES, CA 90067"
BELLFLOWER TRAILER HAVEN,LOS ANGELES,19-0435-MP,"16234 S BELLFLOWER, BELLFLOWER, CA 90706, (310) 866-3683",18,"WESTHOFF, DOUGLAS, PAMELA WESTHOFF P.O. BOX 4149, TORRANCE, CA 90510"
MONTEREY TRAILER PARK,LOS ANGELES,19-0436-MP,"6411 MONTEREY RD, LOS ANGELES, CA 90042, (213) 258-2250",28,"6329 MONTEREY RD LLC, 150 MONTECITO SUITE # D, SIERRA MADRE, CA 91024"
MONTEREY PASS TP,LOS ANGELES,19-0437-MP,"450 S MONTEREY PASS RD, MONTEREY PARK, CA 91754, (213) 628-7645",25,"WONG, WILLARD, PO BOX 1256, MONTEREY PARK, CA 91754"
ALVAREZ TP,LOS ANGELES,19-0439-MP,"4150 MARINE AVE, LAWNDALE, CA 90260, (818) 286-5909",14,"ALVAREZ, DESI, PO BOX 3003, MANHATTAN BEACH, CA 90266"
CEDAR BROOK MP,LOS ANGELES,19-0442-MP,"8647 E CEDAR ST, BELLFLOWER, CA 90706, (562) 866-8333",21,"MYERS, LEONA, 14607 LEAHY, BELLFLOWER, CA 90706"
STORYBOOK PARK,LOS ANGELES,19-0444-MP,"8510 ELIZABETH LAKE RD, LEONA VALLEY, CA 93551, (661) 916-4318",15,"HAMMOND FAMILY TRUST BY CARL L HAMMOND, 3400 RIDGE FORD DR, WESTLAKE VILLAGE, CA 91361"
MOUNTAIN VIEW TRAILER CT,LOS ANGELES,19-0446-MP,"2431 MOUNTAIN VIEW RD, EL MONTE, CA 91731, (626) 810-6295",18,"CODGILL, CLETUS, 18140 GALINIETA ST, ROWLAND HEIGHTS, CA 91748"
J & J MOBILE PARK,LOS ANGELES,19-0452-MP,"5825 QUINN ST, BELL GARDENS, CA 90201, (626) 330-5920",6,"GONZALEZ, JESUS, PO BOX 161, LA HABRA, CA 90631"
3 RS TP,LOS ANGELES,19-0462-MP,"9338 E ARTESIA BLVD, BELLFLOWER, CA 90706, (999) 867-5336",14,"LALANI, NAZMUDIN, 5082 BOLSA AVE SUITE # 102, HUNTINGTON BEACH, CA 92649"
MARLOW PARK,LOS ANGELES,19-0465-MP,"6818 MARLOW AVE, BELL GARDENS, CA 90201, (562) 335-6099",8,"LARIOS, SALVADOR, 8438 6TH ST, DOWNEY, CA 90241"
OAK PARK ESTATES LLC,LOS ANGELES,19-0467-MP,"26006 OAK ST, LOMITA, CA 90717, (310) 326-2729",30,"SHERMAN, BRADLEY, 1737 PAC CST HWY, LOMITA, CA 90717"
OAK PARK,LOS ANGELES,19-0474-MP,"503 E OAKS AVE, COMPTON, CA 90221, (310) 637-7142",21,"HAMADE, ALIN, 7822 13TH STREET, WESTMINSTER, CA 92683"
MIDGET TP,LOS ANGELES,19-0484-MP,"9903 GARVEY AVE, EL MONTE, CA 91733, (310) 637-7142",11,"REYES, ALICIA, 17018 COUNTRY PARK LN, HACIENDA HEIGHTS, CA 91745"
WHITTIER EAST MHP,LOS ANGELES,19-0490-MP,"16540 E WHITTIER BLVD, WHITTIER, CA 90603, (310) 943-1010",78,"ROYCE WHITTIER EAST, 16532 E WHITTIER BLVD, WHITTIER, CA 90605"
ORANGE BLOSSOM MOTEL & TRAILER PARK,LOS ANGELES,19-0492-MP,"1437 W HOLT AVE, POMONA, CA 91768, (909) 469-6999",22,"ORANGE BLOSSOM MOTEL & TRAILER PARK, LLC, 1100 VIA VERDE AVE, SAN DIMAS, CA 91773"
ORANGE GROVE TP,LOS ANGELES,19-0494-MP,"19548 CYPRESS AVE, COVINA, CA 91724, (626) 966-0811",45,"MARTINEZ, VICTOR, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
ORANGE GROVE MP,LOS ANGELES,19-0495-MP,"13331 LAKEWOOD BLVD, DOWNEY, CA 90242, (310) 633-0744",49,"ECK, ELEANOR, 9955 BROOKSHIRE AVE, DOWNEY, CA 90240"
ORCHARD TRAILER PARK INC,LOS ANGELES,19-0497-MP,"25344 PENNSYLVANIA AVE, LOMITA, CA 90717, (310) 326-5304",54,"SWEYD, SIMMONE, 25852 CEDARBLUFF TERRACE, LAGUNA HILLS, CA 92653"
WESTLAND VILLAGE,LOS ANGELES,19-0498-MP,"1911 W 156TH ST, COMPTON, CA 90220, (310) 639-7130",70,"WESTLAND INDUSTRIES INC, 520 W WILLOW ST, LONG BEACH, CA 90806"
CAPRI MOBILE HOME PARK,LOS ANGELES,19-0499-MP,"4513 CLARA ST, CUDAHY, CA 90201, (949) 284-4444",24,"B & D NORTON PROPERTIES INC, 1 TOULON, NEWPORT BEACH, CA 92660"
